frame_id,timestamp,detected_objects,predicted_zone,ground_truth_zone,alert_triggered,correct_detection,latency_ms,fps
973,2026-03-29 22:26:10.699,person-WARNING,WARNING,SAFE,True,False,41.94,58.05
974,2026-03-29 22:26:10.722,person-WARNING,WARNING,SAFE,True,False,53.98,46.22
975,2026-03-29 22:26:10.743,person-WARNING,WARNING,SAFE,True,False,55.06,50.83
976,2026-03-29 22:26:10.764,person-WARNING,WARNING,SAFE,True,False,68.01,48.34
977,2026-03-29 22:26:10.785,person-WARNING,WARNING,SAFE,True,False,43.72,51.37
978,2026-03-29 22:26:10.806,person-WARNING,WARNING,SAFE,True,False,43.0,48.89
979,2026-03-29 22:26:10.827,person-WARNING,WARNING,SAFE,True,False,59.17,49.94
980,2026-03-29 22:26:10.850,person-WARNING,WARNING,SAFE,True,False,70.4,46.89
981,2026-03-29 22:26:10.871,person-WARNING,WARNING,SAFE,True,False,67.09,49.77
982,2026-03-29 22:26:10.896,person-WARNING,WARNING,SAFE,True,False,45.39,41.02
983,2026-03-29 22:26:10.921,person-WARNING,WARNING,SAFE,True,False,60.45,43.23
984,2026-03-29 22:26:10.945,person-WARNING,WARNING,SAFE,True,False,51.33,44.44
985,2026-03-29 22:26:10.972,person-WARNING,WARNING,SAFE,True,False,51.11,38.19
986,2026-03-29 22:26:10.997,person-WARNING,WARNING,SAFE,True,False,55.43,40.37
987,2026-03-29 22:26:11.026,person-WARNING,WARNING,SAFE,True,False,60.69,36.62
988,2026-03-29 22:26:11.058,person-WARNING,WARNING,SAFE,True,False,67.76,31.85
989,2026-03-29 22:26:11.092,person-WARNING,WARNING,SAFE,True,False,69.38,30.4
990,2026-03-29 22:26:11.126,person-WARNING,WARNING,SAFE,True,False,70.95,31.1
991,2026-03-29 22:26:11.157,person-WARNING,WARNING,SAFE,True,False,78.82,32.57
992,2026-03-29 22:26:11.189,person-WARNING,WARNING,SAFE,True,False,73.16,32.37
993,2026-03-29 22:26:11.219,person-WARNING,WARNING,SAFE,True,False,71.99,35.02
994,2026-03-29 22:26:11.245,person-WARNING,WARNING,SAFE,True,False,69.09,40.12
995,2026-03-29 22:26:11.267,person-WARNING,WARNING,SAFE,True,False,47.95,46.79
996,2026-03-29 22:26:11.289,person-WARNING,WARNING,SAFE,True,False,47.1,47.87
997,2026-03-29 22:26:11.312,person-WARNING,WARNING,SAFE,True,False,60.22,45.28
998,2026-03-29 22:26:11.335,person-WARNING,WARNING,SAFE,True,False,70.23,46.54
999,2026-03-29 22:26:11.357,person-WARNING,WARNING,SAFE,True,False,60.21,48.23
1000,2026-03-29 22:26:11.379,person-WARNING,WARNING,SAFE,True,False,55.76,47.69
1001,2026-03-29 22:26:11.400,person-WARNING,WARNING,SAFE,True,False,52.59,49.0
1002,2026-03-29 22:26:11.421,person-WARNING,WARNING,SAFE,True,False,66.63,50.67
1003,2026-03-29 22:26:11.442,person-WARNING,WARNING,SAFE,True,False,69.67,50.41
1004,2026-03-29 22:26:11.463,person-WARNING,WARNING,SAFE,True,False,51.2,49.82
1005,2026-03-29 22:26:11.483,person-WARNING,WARNING,SAFE,True,False,44.68,51.3
1006,2026-03-29 22:26:11.504,person-WARNING,WARNING,SAFE,True,False,69.72,49.43
1007,2026-03-29 22:26:11.526,person-WARNING,WARNING,SAFE,True,False,65.72,48.23
1008,2026-03-29 22:26:11.549,person-WARNING,WARNING,SAFE,True,False,46.39,45.65
1009,2026-03-29 22:26:11.572,person-WARNING,WARNING,SAFE,True,False,46.18,45.78
1010,2026-03-29 22:26:11.593,person-WARNING,WARNING,SAFE,True,False,46.65,49.44
1011,2026-03-29 22:26:11.617,person-WARNING,WARNING,SAFE,True,False,46.47,44.05
1012,2026-03-29 22:26:11.639,person-WARNING,WARNING,SAFE,True,False,46.53,46.9
1013,2026-03-29 22:26:11.661,person-WARNING,WARNING,SAFE,True,False,60.62,47.72
1014,2026-03-29 22:26:11.685,person-WARNING,WARNING,SAFE,True,False,68.16,43.27
1015,2026-03-29 22:26:11.709,person-WARNING,WARNING,SAFE,True,False,67.31,44.58
1016,2026-03-29 22:26:11.735,person-WARNING,WARNING,SAFE,True,False,55.01,39.89
1017,2026-03-29 22:26:11.759,person-WARNING,WARNING,SAFE,True,False,57.48,43.7
1018,2026-03-29 22:26:11.786,person-WARNING,WARNING,SAFE,True,False,75.55,38.77
1019,2026-03-29 22:26:11.811,person-WARNING,WARNING,SAFE,True,False,46.98,41.08
1020,2026-03-29 22:26:11.840,person-WARNING,WARNING,SAFE,True,False,47.73,36.88
1021,2026-03-29 22:26:11.869,person-WARNING,WARNING,SAFE,True,False,59.07,34.46
1022,2026-03-29 22:26:11.893,person-WARNING,WARNING,SAFE,True,False,64.65,44.26
1023,2026-03-29 22:26:11.919,person-WARNING,WARNING,SAFE,True,False,71.01,40.81
1024,2026-03-29 22:26:11.943,person-WARNING,WARNING,SAFE,True,False,72.43,42.96
1025,2026-03-29 22:26:11.969,person-WARNING,WARNING,SAFE,True,False,63.54,39.49
1026,2026-03-29 22:26:11.994,person-WARNING,WARNING,SAFE,True,False,51.75,42.54
1027,2026-03-29 22:26:12.022,person-WARNING,WARNING,SAFE,True,False,73.83,36.72
1028,2026-03-29 22:26:12.050,person-WARNING,WARNING,SAFE,True,False,53.34,36.58
1029,2026-03-29 22:26:12.078,person-WARNING,WARNING,SAFE,True,False,63.2,37.86
1030,2026-03-29 22:26:12.108,person-WARNING,WARNING,SAFE,True,False,56.33,34.5
1031,2026-03-29 22:26:12.138,person-WARNING,WARNING,SAFE,True,False,62.86,33.91
1032,2026-03-29 22:26:12.167,person-WARNING,WARNING,SAFE,True,False,63.51,36.96
1033,2026-03-29 22:26:12.196,person-WARNING,WARNING,SAFE,True,False,74.42,35.78
1034,2026-03-29 22:26:12.229,person-WARNING,WARNING,SAFE,True,False,68.83,31.11
1035,2026-03-29 22:26:12.263,person-WARNING,WARNING,SAFE,True,False,74.91,30.63
1036,2026-03-29 22:26:12.295,person-WARNING,WARNING,SAFE,True,False,65.82,31.9
1037,2026-03-29 22:26:12.329,person-WARNING,WARNING,SAFE,True,False,62.16,30.85
1038,2026-03-29 22:26:12.362,person-WARNING,WARNING,SAFE,True,False,57.21,31.4
1039,2026-03-29 22:26:12.394,person-WARNING,WARNING,SAFE,True,False,71.36,32.64
1040,2026-03-29 22:26:12.427,person-WARNING,WARNING,SAFE,True,False,79.28,31.38
1041,2026-03-29 22:26:12.459,person-WARNING,WARNING,SAFE,True,False,60.05,32.06
1042,2026-03-29 22:26:12.490,person-WARNING,WARNING,SAFE,True,False,78.96,32.94
1043,2026-03-29 22:26:12.521,person-WARNING,WARNING,SAFE,True,False,50.94,33.47
1044,2026-03-29 22:26:12.550,person-WARNING,WARNING,SAFE,True,False,76.84,35.85
1045,2026-03-29 22:26:12.577,person-WARNING,WARNING,SAFE,True,False,69.17,38.16
1046,2026-03-29 22:26:12.605,person-WARNING,WARNING,SAFE,True,False,50.35,37.67
1047,2026-03-29 22:26:12.630,person-WARNING,WARNING,SAFE,True,False,58.63,41.84
1048,2026-03-29 22:26:12.657,person-WARNING,WARNING,SAFE,True,False,55.62,39.58
1049,2026-03-29 22:26:12.683,person-WARNING,WARNING,SAFE,True,False,54.35,40.13
1050,2026-03-29 22:26:12.712,person-WARNING,WARNING,SAFE,True,False,54.72,34.93
1051,2026-03-29 22:26:12.743,person-WARNING,WARNING,SAFE,True,False,70.15,34.39
1052,2026-03-29 22:26:12.770,person-WARNING,WARNING,SAFE,True,False,59.13,39.76
1053,2026-03-29 22:26:12.796,person-WARNING,WARNING,SAFE,True,False,73.76,40.13
1054,2026-03-29 22:26:12.821,person-WARNING,WARNING,SAFE,True,False,60.61,41.95
1055,2026-03-29 22:26:12.847,person-WARNING,WARNING,SAFE,True,False,45.58,40.22
1056,2026-03-29 22:26:12.873,person-WARNING,WARNING,SAFE,True,False,74.6,39.39
1057,2026-03-29 22:26:12.900,person-WARNING,WARNING,SAFE,True,False,59.6,38.58
1058,2026-03-29 22:26:12.929,person-WARNING,WARNING,SAFE,True,False,74.46,36.61
1059,2026-03-29 22:26:12.956,person-WARNING,WARNING,SAFE,True,False,46.7,38.21
1060,2026-03-29 22:26:12.983,person-WARNING,WARNING,SAFE,True,False,53.87,38.6
1061,2026-03-29 22:26:13.012,person-WARNING,WARNING,SAFE,True,False,71.81,35.71
1062,2026-03-29 22:26:13.044,person-WARNING,WARNING,SAFE,True,False,71.75,32.1
1063,2026-03-29 22:26:13.076,person-WARNING,WARNING,SAFE,True,False,72.85,32.67
1064,2026-03-29 22:26:13.108,person-WARNING,WARNING,SAFE,True,False,61.4,31.93
1065,2026-03-29 22:26:13.142,person-WARNING,WARNING,SAFE,True,False,68.4,30.64
1066,2026-03-29 22:26:13.173,person-WARNING,WARNING,SAFE,True,False,68.13,33.64
1067,2026-03-29 22:26:13.201,person-WARNING,WARNING,SAFE,True,False,55.9,36.17
1068,2026-03-29 22:26:13.226,person-WARNING,WARNING,SAFE,True,False,53.79,41.79
1069,2026-03-29 22:26:13.251,person-WARNING,WARNING,SAFE,True,False,57.8,42.27
1070,2026-03-29 22:26:13.275,person-WARNING,WARNING,SAFE,True,False,69.85,43.8
1071,2026-03-29 22:26:13.299,person-WARNING,WARNING,SAFE,True,False,51.6,43.08
1072,2026-03-29 22:26:13.323,person-WARNING,WARNING,SAFE,True,False,66.9,43.4
1073,2026-03-29 22:26:13.348,person-WARNING,WARNING,SAFE,True,False,66.96,41.98
1074,2026-03-29 22:26:13.375,person-WARNING,WARNING,SAFE,True,False,50.54,39.62
1075,2026-03-29 22:26:13.400,person-WARNING,WARNING,SAFE,True,False,54.23,40.99
1076,2026-03-29 22:26:13.427,person-WARNING,WARNING,SAFE,True,False,59.36,38.2
1077,2026-03-29 22:26:13.450,person-WARNING,WARNING,SAFE,True,False,63.28,45.14
1078,2026-03-29 22:26:13.475,person-WARNING,WARNING,SAFE,True,False,43.54,43.32
1079,2026-03-29 22:26:13.499,person-WARNING,WARNING,SAFE,True,False,72.04,42.62
1080,2026-03-29 22:26:13.525,person-WARNING,WARNING,SAFE,True,False,58.41,40.03
1081,2026-03-29 22:26:13.552,person-WARNING,WARNING,SAFE,True,False,63.11,38.83
1082,2026-03-29 22:26:13.577,person-WARNING,WARNING,SAFE,True,False,62.87,41.29
1083,2026-03-29 22:26:13.604,person-WARNING,WARNING,SAFE,True,False,73.19,39.25
1084,2026-03-29 22:26:13.631,person-WARNING,WARNING,SAFE,True,False,58.07,39.23
1085,2026-03-29 22:26:13.658,person-WARNING,WARNING,SAFE,True,False,48.36,37.96
1086,2026-03-29 22:26:13.689,person-WARNING,WARNING,SAFE,True,False,68.62,33.76
1087,2026-03-29 22:26:13.713,person-WARNING,WARNING,SAFE,True,False,54.1,42.42
1088,2026-03-29 22:26:13.739,person-WARNING,WARNING,SAFE,True,False,74.57,40.09
1089,2026-03-29 22:26:13.766,person-WARNING,WARNING,SAFE,True,False,54.12,39.2
1090,2026-03-29 22:26:13.791,person-WARNING,WARNING,SAFE,True,False,56.39,41.59
1091,2026-03-29 22:26:13.817,person-WARNING,WARNING,SAFE,True,False,59.13,39.75
1092,2026-03-29 22:26:13.843,person-WARNING,WARNING,SAFE,True,False,73.59,40.53
1093,2026-03-29 22:26:13.869,person-WARNING,WARNING,SAFE,True,False,61.99,39.34
1094,2026-03-29 22:26:13.895,person-WARNING,WARNING,SAFE,True,False,73.31,39.95
1095,2026-03-29 22:26:13.923,person-WARNING,WARNING,SAFE,True,False,74.73,37.48
1096,2026-03-29 22:26:13.953,person-WARNING,WARNING,SAFE,True,False,61.42,33.81
1097,2026-03-29 22:26:13.979,person-WARNING,WARNING,SAFE,True,False,51.8,41.25
1098,2026-03-29 22:26:14.009,person-WARNING,WARNING,SAFE,True,False,64.0,34.11
1099,2026-03-29 22:26:14.036,person-WARNING,WARNING,SAFE,True,False,56.26,38.45
1100,2026-03-29 22:26:14.064,person-WARNING,WARNING,SAFE,True,False,59.56,37.22
1101,2026-03-29 22:26:14.093,person-WARNING,WARNING,SAFE,True,False,76.42,35.71
1102,2026-03-29 22:26:14.128,person-WARNING,WARNING,SAFE,True,False,57.44,30.23
1103,2026-03-29 22:26:14.158,person-WARNING,WARNING,SAFE,True,False,62.93,33.9
1104,2026-03-29 22:26:14.192,person-WARNING,WARNING,SAFE,True,False,82.63,30.42
1105,2026-03-29 22:26:14.226,person-WARNING,WARNING,SAFE,True,False,63.32,30.84
1106,2026-03-29 22:26:14.259,person-WARNING,WARNING,SAFE,True,False,73.04,31.36
1107,2026-03-29 22:26:14.290,person-WARNING,WARNING,SAFE,True,False,55.29,33.14
1108,2026-03-29 22:26:14.322,person-WARNING,WARNING,SAFE,True,False,64.07,32.85
1109,2026-03-29 22:26:14.350,person-WARNING,WARNING,SAFE,True,False,53.06,35.89
1110,2026-03-29 22:26:14.378,person-WARNING,WARNING,SAFE,True,False,64.15,38.41
1111,2026-03-29 22:26:14.410,person-WARNING,WARNING,SAFE,True,False,76.64,31.88
1112,2026-03-29 22:26:14.440,person-WARNING,WARNING,SAFE,True,False,55.39,34.28
1113,2026-03-29 22:26:14.469,person-WARNING,WARNING,SAFE,True,False,62.64,35.83
1114,2026-03-29 22:26:14.496,person-WARNING,WARNING,SAFE,True,False,64.77,39.14
1115,2026-03-29 22:26:14.528,person-WARNING,WARNING,SAFE,True,False,54.12,32.08
1116,2026-03-29 22:26:14.560,person-WARNING,WARNING,SAFE,True,False,58.5,33.22
1117,2026-03-29 22:26:14.590,person-WARNING,WARNING,SAFE,True,False,66.09,33.95
1118,2026-03-29 22:26:14.623,person-WARNING,WARNING,SAFE,True,False,65.24,31.55
1119,2026-03-29 22:26:14.650,person-WARNING,WARNING,SAFE,True,False,51.41,38.55
1120,2026-03-29 22:26:14.677,person-WARNING,WARNING,SAFE,True,False,66.31,39.86
1121,2026-03-29 22:26:14.703,person-WARNING,WARNING,SAFE,True,False,54.27,40.45
1122,2026-03-29 22:26:14.729,person-WARNING,WARNING,SAFE,True,False,54.75,39.62
1123,2026-03-29 22:26:14.756,person-WARNING,WARNING,SAFE,True,False,75.43,38.4
1124,2026-03-29 22:26:14.781,person-WARNING,WARNING,SAFE,True,False,59.44,41.16
1125,2026-03-29 22:26:14.810,person-WARNING,WARNING,SAFE,True,False,73.83,35.86
1126,2026-03-29 22:26:14.836,person-WARNING,WARNING,SAFE,True,False,48.19,39.46
1127,2026-03-29 22:26:14.864,person-WARNING,WARNING,SAFE,True,False,64.49,37.56
1128,2026-03-29 22:26:14.896,person-WARNING,WARNING,SAFE,True,False,80.32,32.78
1129,2026-03-29 22:26:14.930,person-WARNING,WARNING,SAFE,True,False,69.67,31.0
1130,2026-03-29 22:26:14.962,person-WARNING,WARNING,SAFE,True,False,68.31,32.46
1131,2026-03-29 22:26:14.999,person-WARNING,WARNING,SAFE,True,False,77.58,27.66
1132,2026-03-29 22:26:15.034,person-WARNING,WARNING,SAFE,True,False,59.35,30.05
1133,2026-03-29 22:26:15.068,person-WARNING,WARNING,SAFE,True,False,77.85,30.87
1134,2026-03-29 22:26:15.101,person-WARNING,WARNING,SAFE,True,False,61.9,31.5
1135,2026-03-29 22:26:15.128,person-WARNING,WARNING,SAFE,True,False,46.16,38.24
1136,2026-03-29 22:26:15.160,person-WARNING,WARNING,SAFE,True,False,68.21,33.41
1137,2026-03-29 22:26:15.191,person-WARNING,WARNING,SAFE,True,False,77.6,32.55
1138,2026-03-29 22:26:15.221,person-WARNING,WARNING,SAFE,True,False,57.77,34.85
1139,2026-03-29 22:26:15.248,person-WARNING,WARNING,SAFE,True,False,65.6,40.11
1140,2026-03-29 22:26:15.278,person-WARNING,WARNING,SAFE,True,False,78.6,34.79
1141,2026-03-29 22:26:15.309,person-WARNING,WARNING,SAFE,True,False,60.74,32.85
1142,2026-03-29 22:26:15.341,person-WARNING,WARNING,SAFE,True,False,75.1,32.85
1143,2026-03-29 22:26:15.375,person-WARNING,WARNING,SAFE,True,False,63.27,30.79
1144,2026-03-29 22:26:15.402,person-WARNING,WARNING,SAFE,True,False,55.11,38.41
1145,2026-03-29 22:26:15.424,person-WARNING,WARNING,SAFE,True,False,42.13,45.98
1146,2026-03-29 22:26:15.451,person-WARNING,WARNING,SAFE,True,False,72.39,38.84
1147,2026-03-29 22:26:15.475,person-WARNING,WARNING,SAFE,True,False,58.57,43.82
1148,2026-03-29 22:26:15.500,person-WARNING,WARNING,SAFE,True,False,58.43,42.13
1149,2026-03-29 22:26:15.524,person-WARNING,WARNING,SAFE,True,False,48.54,44.33
1150,2026-03-29 22:26:15.547,person-WARNING,WARNING,SAFE,True,False,68.9,45.86
1151,2026-03-29 22:26:15.571,person-WARNING,WARNING,SAFE,True,False,54.93,42.92
1152,2026-03-29 22:26:15.596,person-WARNING,WARNING,SAFE,True,False,46.46,42.19
1153,2026-03-29 22:26:15.620,person-WARNING,WARNING,SAFE,True,False,67.11,43.67
1154,2026-03-29 22:26:15.644,person-WARNING,WARNING,SAFE,True,False,53.54,44.54
1155,2026-03-29 22:26:15.668,person-WARNING,WARNING,SAFE,True,False,53.85,43.64
1156,2026-03-29 22:26:15.692,person-WARNING,WARNING,SAFE,True,False,45.79,43.14
1157,2026-03-29 22:26:15.718,person-WARNING,WARNING,SAFE,True,False,72.43,39.99
1158,2026-03-29 22:26:15.743,person-WARNING,WARNING,SAFE,True,False,73.34,42.03
1159,2026-03-29 22:26:15.771,person-WARNING,WARNING,SAFE,True,False,73.62,38.75
1160,2026-03-29 22:26:15.796,person-WARNING,WARNING,SAFE,True,False,53.08,41.14
1161,2026-03-29 22:26:15.824,person-WARNING,WARNING,SAFE,True,False,57.13,37.34
1162,2026-03-29 22:26:15.853,person-WARNING,WARNING,SAFE,True,False,78.21,35.15
1163,2026-03-29 22:26:15.884,person-WARNING,WARNING,SAFE,True,False,76.01,34.24
1164,2026-03-29 22:26:15.914,person-WARNING,WARNING,SAFE,True,False,71.85,34.76
1165,2026-03-29 22:26:15.946,person-WARNING,WARNING,SAFE,True,False,65.86,31.69
1166,2026-03-29 22:26:15.980,person-WARNING,WARNING,SAFE,True,False,58.55,31.18
1167,2026-03-29 22:26:16.013,person-WARNING,WARNING,SAFE,True,False,81.28,31.05
1168,2026-03-29 22:26:16.047,person-WARNING,WARNING,SAFE,True,False,80.12,29.85
1169,2026-03-29 22:26:16.066,person-WARNING,WARNING,SAFE,True,False,55.17,57.33
1170,2026-03-29 22:26:16.084,person-WARNING,WARNING,SAFE,True,False,48.46,58.57
1171,2026-03-29 22:26:16.103,person-WARNING,WARNING,SAFE,True,False,50.99,53.63
1172,2026-03-29 22:26:16.122,person-WARNING,WARNING,SAFE,True,False,63.59,58.21
1173,2026-03-29 22:26:16.141,person-WARNING,WARNING,SAFE,True,False,57.82,55.42
1174,2026-03-29 22:26:16.160,person-WARNING,WARNING,SAFE,True,False,60.47,53.24
1175,2026-03-29 22:26:16.179,person-WARNING,WARNING,SAFE,True,False,57.59,54.8
1176,2026-03-29 22:26:16.200,person-WARNING,WARNING,SAFE,True,False,66.07,50.34
1177,2026-03-29 22:26:16.219,person-WARNING,WARNING,SAFE,True,False,66.24,55.82
1178,2026-03-29 22:26:16.240,person-WARNING,WARNING,SAFE,True,False,56.88,51.5
1179,2026-03-29 22:26:16.260,person-WARNING,WARNING,SAFE,True,False,43.13,52.34
1180,2026-03-29 22:26:16.281,person-SAFE,SAFE,SAFE,True,False,62.7,48.94
1181,2026-03-29 22:26:16.303,person-WARNING,WARNING,SAFE,True,False,70.23,48.49
1182,2026-03-29 22:26:16.323,person-SAFE,SAFE,SAFE,True,False,64.6,51.64
1183,2026-03-29 22:26:16.348,person-WARNING,WARNING,SAFE,True,False,56.38,42.66
1184,2026-03-29 22:26:16.373,person-WARNING,WARNING,SAFE,True,False,68.46,42.26
1185,2026-03-29 22:26:16.399,person-WARNING,WARNING,SAFE,True,False,62.39,40.54
1186,2026-03-29 22:26:16.424,person-WARNING,WARNING,SAFE,True,False,49.08,41.7
1187,2026-03-29 22:26:16.452,person-WARNING,WARNING,SAFE,True,False,60.22,37.01
1188,2026-03-29 22:26:16.476,person-WARNING,WARNING,SAFE,True,False,71.32,44.38
1189,2026-03-29 22:26:16.501,person-WARNING,WARNING,SAFE,True,False,68.25,41.8
1190,2026-03-29 22:26:16.524,person-WARNING,WARNING,SAFE,True,False,65.98,44.72
1191,2026-03-29 22:26:16.551,person-WARNING,WARNING,SAFE,True,False,54.2,38.69
1192,2026-03-29 22:26:16.575,person-WARNING,WARNING,SAFE,True,False,71.58,43.07
1193,2026-03-29 22:26:16.601,person-WARNING,WARNING,SAFE,True,False,51.23,40.35
1194,2026-03-29 22:26:16.625,person-WARNING,WARNING,SAFE,True,False,51.64,44.08
1195,2026-03-29 22:26:16.650,person-WARNING,WARNING,SAFE,True,False,73.24,41.21
1196,2026-03-29 22:26:16.675,person-WARNING,WARNING,SAFE,True,False,62.41,42.26
1197,2026-03-29 22:26:16.702,person-WARNING,WARNING,SAFE,True,False,51.59,38.32
1198,2026-03-29 22:26:16.724,person-WARNING,WARNING,SAFE,True,False,42.84,46.6
1199,2026-03-29 22:26:16.747,person-WARNING,WARNING,SAFE,True,False,57.85,45.15
1200,2026-03-29 22:26:16.771,person-WARNING,WARNING,SAFE,True,False,58.3,44.37
1201,2026-03-29 22:26:16.794,person-WARNING,WARNING,SAFE,True,False,58.8,45.86
1202,2026-03-29 22:26:16.817,person-WARNING,WARNING,SAFE,True,False,46.04,45.8
1203,2026-03-29 22:26:16.842,person-WARNING,WARNING,SAFE,True,False,65.74,41.31
1204,2026-03-29 22:26:16.868,person-WARNING,WARNING,SAFE,True,False,68.55,40.01
1205,2026-03-29 22:26:16.891,person-WARNING,WARNING,SAFE,True,False,45.73,45.48
1206,2026-03-29 22:26:16.915,person-WARNING,WARNING,SAFE,True,False,64.04,43.34
1207,2026-03-29 22:26:16.939,person-WARNING,WARNING,SAFE,True,False,59.63,43.37
1208,2026-03-29 22:26:16.962,person-WARNING,WARNING,SAFE,True,False,50.4,44.73
1209,2026-03-29 22:26:16.989,person-WARNING,WARNING,SAFE,True,False,71.78,38.69
1210,2026-03-29 22:26:17.014,person-WARNING,WARNING,SAFE,True,False,55.51,40.73
1211,2026-03-29 22:26:17.041,person-WARNING,WARNING,SAFE,True,False,55.77,38.58
1212,2026-03-29 22:26:17.069,person-WARNING,WARNING,SAFE,True,False,67.94,37.15
1213,2026-03-29 22:26:17.093,person-WARNING,WARNING,SAFE,True,False,71.56,44.22
1214,2026-03-29 22:26:17.119,person-WARNING,WARNING,SAFE,True,False,52.24,40.14
1215,2026-03-29 22:26:17.144,person-WARNING,WARNING,SAFE,True,False,50.63,40.85
1216,2026-03-29 22:26:17.171,person-WARNING,WARNING,SAFE,True,False,52.15,39.73
1217,2026-03-29 22:26:17.200,person-WARNING,WARNING,SAFE,True,False,73.51,35.37
1218,2026-03-29 22:26:17.227,person-WARNING,WARNING,SAFE,True,False,50.83,38.79
1219,2026-03-29 22:26:17.256,person-WARNING,WARNING,SAFE,True,False,70.84,35.86
1220,2026-03-29 22:26:17.284,person-WARNING,WARNING,SAFE,True,False,50.49,37.5
1221,2026-03-29 22:26:17.310,person-WARNING,WARNING,SAFE,True,False,72.15,39.58
1222,2026-03-29 22:26:17.338,person-WARNING,WARNING,SAFE,True,False,55.93,37.95
1223,2026-03-29 22:26:17.368,person-WARNING,WARNING,SAFE,True,False,59.2,35.28
1224,2026-03-29 22:26:17.394,person-WARNING,WARNING,SAFE,True,False,73.04,38.84
1225,2026-03-29 22:26:17.423,person-WARNING,WARNING,SAFE,True,False,49.34,36.16
1226,2026-03-29 22:26:17.451,person-WARNING,WARNING,SAFE,True,False,55.33,37.39
1227,2026-03-29 22:26:17.476,person-WARNING,WARNING,SAFE,True,False,50.25,40.67
1228,2026-03-29 22:26:17.501,person-WARNING,WARNING,SAFE,True,False,71.48,42.32
1229,2026-03-29 22:26:17.529,person-WARNING,WARNING,SAFE,True,False,70.87,36.94
1230,2026-03-29 22:26:17.555,person-WARNING,WARNING,SAFE,True,False,73.56,40.74
1231,2026-03-29 22:26:17.582,person-WARNING,WARNING,SAFE,True,False,51.57,39.77
1232,2026-03-29 22:26:17.610,person-WARNING,WARNING,SAFE,True,False,50.69,37.12
1233,2026-03-29 22:26:17.639,person-WARNING,WARNING,SAFE,True,False,59.98,35.22
1234,2026-03-29 22:26:17.668,person-WARNING,WARNING,SAFE,True,False,49.47,35.79
1235,2026-03-29 22:26:17.696,person-WARNING,WARNING,SAFE,True,False,53.49,37.18
1236,2026-03-29 22:26:17.727,person-WARNING,WARNING,SAFE,True,False,51.12,33.72
1237,2026-03-29 22:26:17.760,person-WARNING,WARNING,SAFE,True,False,57.79,31.61
1238,2026-03-29 22:26:17.793,person-WARNING,WARNING,SAFE,True,False,54.73,31.34
1239,2026-03-29 22:26:17.825,person-WARNING,WARNING,SAFE,True,False,56.2,31.85
1240,2026-03-29 22:26:17.858,person-WARNING,WARNING,SAFE,True,False,63.65,32.2
1241,2026-03-29 22:26:17.889,person-WARNING,WARNING,SAFE,True,False,78.89,32.44
1242,2026-03-29 22:26:17.917,person-CRITICAL,CRITICAL,SAFE,True,False,75.47,38.13
1243,2026-03-29 22:26:17.943,person-CRITICAL,CRITICAL,SAFE,True,False,62.39,39.78
1244,2026-03-29 22:26:17.969,person-CRITICAL,CRITICAL,SAFE,True,False,46.74,39.76
1245,2026-03-29 22:26:17.994,person-CRITICAL,CRITICAL,SAFE,True,False,64.44,42.08
1246,2026-03-29 22:26:18.020,person-CRITICAL,CRITICAL,SAFE,True,False,64.07,39.65
1247,2026-03-29 22:26:18.045,person-CRITICAL,CRITICAL,SAFE,True,False,54.0,41.94
1248,2026-03-29 22:26:18.070,person-CRITICAL,CRITICAL,SAFE,True,False,67.83,40.82
1249,2026-03-29 22:26:18.096,person-CRITICAL,CRITICAL,SAFE,True,False,67.8,41.06
1250,2026-03-29 22:26:18.125,person-CRITICAL,CRITICAL,SAFE,True,False,65.28,35.91
1251,2026-03-29 22:26:18.152,person-CRITICAL,CRITICAL,SAFE,True,False,55.19,37.94
1252,2026-03-29 22:26:18.179,person-CRITICAL,CRITICAL,SAFE,True,False,50.02,38.89
1253,2026-03-29 22:26:18.205,person-CRITICAL,CRITICAL,SAFE,True,False,49.41,38.84
1254,2026-03-29 22:26:18.230,person-CRITICAL,CRITICAL,SAFE,True,False,49.41,42.09
1255,2026-03-29 22:26:18.256,person-CRITICAL,CRITICAL,SAFE,True,False,69.13,40.8
1256,2026-03-29 22:26:18.282,person-CRITICAL,CRITICAL,SAFE,True,False,62.95,38.88
1257,2026-03-29 22:26:18.311,person-CRITICAL,CRITICAL,SAFE,True,False,48.64,36.46
1258,2026-03-29 22:26:18.340,person-CRITICAL,CRITICAL,SAFE,True,False,63.72,35.94
1259,2026-03-29 22:26:18.368,person-CRITICAL,CRITICAL,SAFE,True,False,53.82,36.05
1260,2026-03-29 22:26:18.393,person-CRITICAL,CRITICAL,SAFE,True,False,72.43,41.66
1261,2026-03-29 22:26:18.422,person-CRITICAL,CRITICAL,SAFE,True,False,75.11,36.8
1262,2026-03-29 22:26:18.448,person-CRITICAL,CRITICAL,SAFE,True,False,59.25,39.63
1263,2026-03-29 22:26:18.476,person-CRITICAL,CRITICAL,SAFE,True,False,50.06,37.29
1264,2026-03-29 22:26:18.505,person-CRITICAL,CRITICAL,SAFE,True,False,65.12,35.28
1265,2026-03-29 22:26:18.531,person-CRITICAL,CRITICAL,SAFE,True,False,61.12,39.65
1266,2026-03-29 22:26:18.559,person-CRITICAL,CRITICAL,SAFE,True,False,56.97,37.47
1267,2026-03-29 22:26:18.592,person-CRITICAL,CRITICAL,SAFE,True,False,65.7,31.52
