frame_id,timestamp,detected_objects,predicted_zone,ground_truth_zone,alert_triggered,correct_detection,latency_ms,fps
237,2026-03-29 22:26:46.982,person-CRITICAL,CRITICAL,SAFE,True,False,70.75,35.94
238,2026-03-29 22:26:47.011,person-CRITICAL,CRITICAL,SAFE,True,False,62.28,35.21
239,2026-03-29 22:26:47.043,person-CRITICAL,CRITICAL,SAFE,True,False,57.41,32.8
240,2026-03-29 22:26:47.076,person-CRITICAL,CRITICAL,SAFE,True,False,73.03,31.6
241,2026-03-29 22:26:47.109,person-CRITICAL,CRITICAL,SAFE,True,False,76.36,30.6
242,2026-03-29 22:26:47.141,person-CRITICAL,CRITICAL,SAFE,True,False,75.73,32.34
243,2026-03-29 22:26:47.174,person-CRITICAL,CRITICAL,SAFE,True,False,80.2,31.63
244,2026-03-29 22:26:47.207,person-CRITICAL,CRITICAL,SAFE,True,False,61.7,30.88
245,2026-03-29 22:26:47.273,person-CRITICAL,CRITICAL,SAFE,True,False,113.74,15.6
246,2026-03-29 22:26:47.334,person-CRITICAL,CRITICAL,SAFE,True,False,81.13,21.89
247,2026-03-29 22:26:47.369,person-CRITICAL,CRITICAL,SAFE,True,False,73.79,34.43
248,2026-03-29 22:26:47.390,person-CRITICAL,CRITICAL,SAFE,True,False,40.47,51.16
249,2026-03-29 22:26:47.409,person-CRITICAL,CRITICAL,SAFE,True,False,49.52,54.48
250,2026-03-29 22:26:47.429,person-CRITICAL,CRITICAL,SAFE,True,False,52.38,54.58
251,2026-03-29 22:26:47.449,person-CRITICAL,CRITICAL,WARNING,True,False,39.64,53.08
252,2026-03-29 22:26:47.469,person-CRITICAL,CRITICAL,WARNING,True,False,48.15,54.15
253,2026-03-29 22:26:47.490,person-CRITICAL,CRITICAL,WARNING,True,False,55.66,49.47
254,2026-03-29 22:26:47.511,person-CRITICAL,CRITICAL,WARNING,True,False,54.64,49.35
255,2026-03-29 22:26:47.531,person-CRITICAL,CRITICAL,WARNING,True,False,61.01,52.39
256,2026-03-29 22:26:47.552,person-CRITICAL,CRITICAL,WARNING,True,False,45.44,51.34
257,2026-03-29 22:26:47.574,person-CRITICAL,CRITICAL,WARNING,True,False,58.11,46.38
258,2026-03-29 22:26:47.596,person-CRITICAL,CRITICAL,WARNING,True,False,56.12,48.88
259,2026-03-29 22:26:47.617,person-CRITICAL,CRITICAL,WARNING,True,False,62.69,49.03
260,2026-03-29 22:26:47.640,person-CRITICAL,CRITICAL,WARNING,True,False,69.96,45.6
261,2026-03-29 22:26:47.663,person-CRITICAL,CRITICAL,WARNING,True,False,54.13,46.42
262,2026-03-29 22:26:47.686,person-CRITICAL,CRITICAL,WARNING,True,False,57.59,44.2
263,2026-03-29 22:26:47.710,person-CRITICAL,CRITICAL,WARNING,True,False,64.83,43.04
264,2026-03-29 22:26:47.737,person-CRITICAL,CRITICAL,WARNING,True,False,59.95,39.54
265,2026-03-29 22:26:47.765,person-CRITICAL,CRITICAL,WARNING,True,False,75.51,36.59
266,2026-03-29 22:26:47.796,person-CRITICAL,CRITICAL,WARNING,True,False,49.46,34.21
267,2026-03-29 22:26:47.829,person-CRITICAL,CRITICAL,WARNING,True,False,75.41,31.29
268,2026-03-29 22:26:47.862,person-CRITICAL,CRITICAL,WARNING,True,False,77.4,31.56
269,2026-03-29 22:26:47.895,person-CRITICAL,CRITICAL,WARNING,True,False,66.45,31.59
270,2026-03-29 22:26:47.929,person-CRITICAL,CRITICAL,WARNING,True,False,57.81,30.76
271,2026-03-29 22:26:47.961,person-CRITICAL,CRITICAL,WARNING,True,False,78.39,32.16
272,2026-03-29 22:26:47.995,person-CRITICAL,CRITICAL,WARNING,True,False,65.49,30.72
273,2026-03-29 22:26:48.027,person-CRITICAL,CRITICAL,WARNING,True,False,71.54,31.84
274,2026-03-29 22:26:48.060,person-CRITICAL,CRITICAL,WARNING,True,False,58.93,31.33
275,2026-03-29 22:26:48.087,person-CRITICAL,CRITICAL,WARNING,True,False,48.41,38.63
